t,position,entry_px,equity,el,xl,es,xs,stop,tp,trail,size,local0,local1
309,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,961914.625,965333.5
310,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,962003.812,965475.25
311,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,962131.312,965705.938
312,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,962025.875,965829.25
313,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,961567.188,965881.375
314,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,960923.812,965918.312
315,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,960177.625,965921.375
316,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,959603.812,966008.5
317,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,959332,966113.5
318,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,959252.188,966262.75
319,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,959435.188,966443.375
320,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,959211.688,966494.25
321,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,958940.688,966504.625
322,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,959226.188,966586
323,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,959530.312,966690.5
324,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,960021.5,966803.75
325,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,960122.5,966854.75
326,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,960033.625,966926.938
327,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,960006.5,967085.812
328,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,959927.812,967259.438
329,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,959395.312,967383.125
330,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,958811.125,967346.25
331,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,958063.375,967255.375
332,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,957295.875,967100.812
333,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,956566.312,966863.75
334,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,955818.375,966539.812
335,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,954891.625,966133.438
336,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,953857,965695.375
337,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,952550,965284
338,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,950783.312,964892.875
339,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,948764.812,964479.375
340,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,947278.625,964087.125
341,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,945503.5,963650.625
342,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,943181.188,963216.188
343,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,941069.188,962686.812
344,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,938745.125,962159.375
345,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,936702.812,961656.75
346,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,934763.312,961133.062
347,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,932816.688,960622.812
348,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,930732.125,960130.562
349,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,928938.625,959708.625
350,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,927323,959211.062
351,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,925673.812,958740.625
352,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,924084.625,958226.188
353,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,922759.812,957742.062
354,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,921909.625,957221.625
355,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,921285.688,956704
356,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,920501.812,956215.938
357,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,919998.375,955714.812
358,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,919568.5,955131.75
359,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,919100.188,954481.125
360,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,918660.188,953808.875
361,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,918251.188,952979.062
362,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,917999,952139.062
363,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,917628.125,951330.812
364,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,916979,950493.375
365,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,916453.375,949692.875
366,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,915887.875,948886.062
367,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,915316.5,948150.812
368,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,914891.125,947402.938
369,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,914407.312,946680.5
370,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,914012.125,946002.25
371,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,913745,945342.375
372,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,913474.625,944593.938
373,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,913068.812,943838.75
374,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,912668.625,943118.375
375,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,912097.688,942472.062
376,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,911537.688,941864.188
377,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,911026.625,941274.812
378,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,910742.188,940759.812
379,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,910821.312,940305.438
380,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,910771,939830.625
381,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,911189.188,939417.125
382,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,911437,938994.25
383,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,911528.375,938572.25
384,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,911720.375,938044.25
385,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,911730.688,937462.812
386,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,911639.312,936835.25
387,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,911182.375,936219.5
388,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,910732,935609.75
389,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,910408.188,935012.75
390,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,910144.812,934458.938
391,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,909535.688,933829.75
392,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,909179.5,933212
393,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,908627.375,932517.938
394,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,908073.375,931878.812
395,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,907638.125,931218.25
396,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,907142.688,930528.625
397,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,906304.125,929842.188
398,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,905579.312,929185.125
399,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,904466.812,928517.688
400,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,903365,927857.375
401,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,901922.125,927161.5
402,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,900591.125,926486.938
403,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,899345,925820.25
404,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,898121.125,925117.5
405,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,897249.312,924451.812
406,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,896605.5,923786
407,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,895973.375,923059.125
408,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,895210.312,922298.812
409,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,894382.375,921506.375
410,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,893559.5,920770.188
411,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,892815.125,919966.5
412,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,891820.688,919171.125
413,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,891136.188,918431.688
414,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,890444.5,917782.812
415,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,889653.875,917113.375
416,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,888934.375,916394.625
417,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,888437.188,915663.25
418,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,887796.5,914893.938
419,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,887233.125,914077.188
420,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,886856.5,913386.188
421,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,886521.125,912677.25
422,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,886342.375,911910.062
423,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,885963.188,911106.625
424,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,885604.688,910234.062
425,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,884908.688,909408.938
426,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,884247.875,908628.75
427,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,883663.125,907790.312
428,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,882798.5,906872.75
429,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,881870.812,906001.375
430,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,881023.188,905212.5
431,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,880545.812,904463.062
432,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,880345,903780.812
433,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,880120.875,903142.562
434,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,879908.625,902600.875
435,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,879722.625,902079.625
436,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,879619.375,901547.188
437,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,879370.375,901027.375
438,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,879169,900571.188
439,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,879222.375,900168.75
440,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,879301.688,899790.938
441,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,879463.125,899469.375
442,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,879595.5,899193.062
443,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,880079.875,898908.938
444,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,880918.375,898668.812
445,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,881590.188,898386.562
446,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,882347.625,898145.688
447,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,883183.875,897863.938
448,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,884406.125,897607.625
449,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,885677.625,897349.25
450,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,887047.188,897157.438
451,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,888281.312,896984.562
452,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,889350.188,896834
453,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,890502.312,896691.25
454,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,891321,896483.25
455,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,892427.5,896307.938
456,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,893317.125,896110.25
457,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,894013.125,895830.25
458,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,894716.125,895600.625
459,0,0,9597.31445,0,0,0,0,0.0199999996,0,0,1,895306.375,895410
460,0,0,9597.31445,1,0,0,0,0.0199999996,0,0,1,895774.5,895213.75
461,1,897790.25,9555.69727,0,0,0,0,0.0199999996,0,0,1,896171.625,895053.438
462,1,897790.25,9612.68848,0,0,0,0,0.0199999996,0,0,1,896757.688,894944.75
463,1,897790.25,9575.40137,0,0,0,0,0.0199999996,0,0,1,897042,894791.688
464,1,897790.25,9685.23633,0,0,0,0,0.0199999996,0,0,1,897643.5,894801.688
465,1,897790.25,9672.18066,0,0,0,0,0.0199999996,0,0,1,898428.812,894781.625
466,1,897790.25,9616.48047,0,0,0,0,0.0199999996,0,0,1,898820,894732.062
467,1,897790.25,9590.27441,0,0,0,0,0.0199999996,0,0,1,899109.125,894622.375
468,1,897790.25,9549.28711,0,0,0,0,0.0199999996,0,0,1,899124.188,894454.25
469,1,897790.25,9507.65332,0,0,0,0,0.0199999996,0,0,1,898921.5,894252.188
470,1,897790.25,9480.47363,0,0,0,0,0.0199999996,0,0,1,898303.812,894015.75
471,1,897790.25,9563.02637,0,0,0,0,0.0199999996,0,0,1,897980.125,893831.688
472,1,897790.25,9553.01562,0,0,0,0,0.0199999996,0,0,1,897652.188,893669.5
473,1,897790.25,9571.91992,0,0,0,0,0.0199999996,0,0,1,897286.812,893534.75
474,1,897790.25,9585.53516,0,0,0,0,0.0199999996,0,0,1,897279.875,893405.5
475,1,897790.25,9575.45215,0,0,0,0,0.0199999996,0,0,1,897012.375,893290.875
476,1,897790.25,9563.02344,0,0,0,0,0.0199999996,0,0,1,896846.625,893171.938
477,1,897790.25,9602.04199,0,0,0,0,0.0199999996,0,0,1,897100,893044.875
478,1,897790.25,9609.80273,0,0,0,0,0.0199999996,0,0,1,897252.375,892902.562
479,1,897790.25,9582.09082,0,0,0,0,0.0199999996,0,0,1,897228.375,892691.438
480,1,897790.25,9555.15527,0,0,0,0,0.0199999996,0,0,1,897098.375,892479.188
481,1,897790.25,9625.05176,0,0,0,0,0.0199999996,0,0,1,897422.812,892300.062
482,1,897790.25,9697.83398,0,0,0,0,0.0199999996,0,0,1,897821.125,892221.438
483,1,897790.25,9671.69531,0,0,0,0,0.0199999996,0,0,1,898271.5,892140.25
484,1,897790.25,9664.24316,0,0,0,0,0.0199999996,0,0,1,898173.188,892092.188
485,1,897790.25,9729.56543,0,0,0,0,0.0199999996,0,0,1,898441.688,892123.688
486,1,897790.25,9724.67773,0,0,0,0,0.0199999996,0,0,1,898947.688,892193.688
487,1,897790.25,9734.99707,0,0,0,0,0.0199999996,0,0,1,899624.688,892310.75
488,1,897790.25,9746.41504,0,0,0,0,0.0199999996,0,0,1,900546.688,892417.062
489,1,897790.25,9836.31543,0,0,0,0,0.0199999996,0,0,1,902084,892587.125
490,1,897790.25,9811.69336,0,0,0,0,0.0199999996,0,0,1,903633.188,892713.375
491,1,897790.25,9847.31934,0,0,0,0,0.0199999996,0,0,1,904963,892916.875
492,1,897790.25,9812.21289,0,0,0,0,0.0199999996,0,0,1,906175.375,893068.5
493,1,897790.25,9845.55469,0,0,0,0,0.0199999996,0,0,1,907455.312,893300.062
494,1,897790.25,9918.15137,0,0,0,0,0.0199999996,0,0,1,909011,893592.875
495,1,897790.25,9955.39941,0,0,0,0,0.0199999996,0,0,1,910788.125,893920.75
496,1,897790.25,9940.67676,0,0,0,0,0.0199999996,0,0,1,912554.375,894254.188
497,1,897790.25,9897.62207,0,0,0,0,0.0199999996,0,0,1,913936.875,894571.375
498,1,897790.25,9960.49805,0,0,0,0,0.0199999996,0,0,1,915577.188,894902.188
499,1,897790.25,9975.21484,0,0,0,0,0.0199999996,0,0,1,917416.125,895281.188
500,1,897790.25,9998.62695,0,0,0,0,0.0199999996,0,0,1,919490.312,895704.312
501,1,897790.25,9930.66895,0,0,0,0,0.0199999996,0,0,1,920919.688,896099.688
502,1,897790.25,9935.50684,0,0,0,0,0.0199999996,0,0,1,922031.375,896509.688
503,1,897790.25,9946.10156,0,0,0,0,0.0199999996,0,0,1,923314.875,896934.375
504,1,897790.25,9949.22852,0,0,0,0,0.0199999996,0,0,1,924647.812,897397.625
505,1,897790.25,9963.85059,0,0,0,0,0.0199999996,0,0,1,925743.625,897822.75
506,1,897790.25,9922.17871,0,0,0,0,0.0199999996,0,0,1,926667.375,898206.25
507,1,897790.25,9926.08789,0,0,0,0,0.0199999996,0,0,1,927561.188,898628.5
508,1,897790.25,9929.8623,0,0,0,0,0.0199999996,0,0,1,928419.188,899059.125
509,1,897790.25,9900.51074,0,0,0,0,0.0199999996,0,0,1,928719.375,899454.812
510,1,897790.25,9868.71387,0,0,0,0,0.0199999996,0,0,1,928986.188,899798.875
511,1,897790.25,9853.45508,0,0,0,0,0.0199999996,0,0,1,929015,900157.188
512,1,897790.25,9871.37988,0,0,0,0,0.0199999996,0,0,1,929291.688,900563.062
513,1,897790.25,9870.36133,0,0,0,0,0.0199999996,0,0,1,929407.625,900954.75
514,1,897790.25,9908.12891,0,0,0,0,0.0199999996,0,0,1,929360.812,901376.375
515,1,897790.25,9973.32715,0,0,0,0,0.0199999996,0,0,1,929444.688,901879.188
516,1,897790.25,9959.48438,0,0,0,0,0.0199999996,0,0,1,929532.688,902374.188
517,1,897790.25,9986.06348,0,0,0,0,0.0199999996,0,0,1,929946.312,902873.5
518,1,897790.25,10028.2686,0,0,0,0,0.0199999996,0,0,1,930263.312,903395.75
519,1,897790.25,9976.09277,0,0,0,0,0.0199999996,0,0,1,930267.5,903888.25
520,1,897790.25,9967.53809,0,0,0,0,0.0199999996,0,0,1,930122,904357.5
521,1,897790.25,9977.3916,0,0,0,0,0.0199999996,0,0,1,930340.5,904863.688
522,1,897790.25,10040.4033,0,0,0,0,0.0199999996,0,0,1,930831.188,905407.438
523,1,897790.25,9958.49023,0,0,0,0,0.0199999996,0,0,1,930889.188,905919.5
524,1,897790.25,9933.47656,0,0,0,0,0.0199999996,0,0,1,930815.375,906439.75
525,1,897790.25,9956.79297,0,0,0,0,0.0199999996,0,0,1,930782.375,906997.375
526,1,897790.25,10004.8164,0,0,0,0,0.0199999996,0,0,1,931168.875,907590.312
527,1,897790.25,10006.792,0,0,0,0,0.0199999996,0,0,1,931546.5,908204.938
528,1,897790.25,9939.81543,0,0,0,0,0.0199999996,0,0,1,931593,908817.75
529,1,897790.25,9968.04102,0,0,0,0,0.0199999996,0,0,1,931908.812,909462.25
530,1,897790.25,9977.87109,0,0,0,0,0.0199999996,0,0,1,932419.375,910077.938
531,1,897790.25,9985.34375,0,0,0,0,0.0199999996,0,0,1,933036.312,910655.062
532,1,897790.25,9945.28027,0,0,0,0,0.0199999996,0,0,1,933381.875,911170.188
533,1,897790.25,9939.77148,0,0,0,0,0.0199999996,0,0,1,933706.625,911671.5
534,1,897790.25,9980.66992,0,0,0,0,0.0199999996,0,0,1,934046,912203.625
535,1,897790.25,10015.1719,0,0,0,0,0.0199999996,0,0,1,934241.625,912782.75
536,1,897790.25,10093.2256,0,0,0,0,0.0199999996,0,0,1,934867.125,913423.438
537,1,897790.25,10091.9688,0,0,0,0,0.0199999996,0,0,1,935362.625,914071.625
538,1,897790.25,10021.3525,0,0,0,0,0.0199999996,0,0,1,935330.312,914627.688
539,1,897790.25,9976.16504,0,0,0,0,0.0199999996,0,0,1,935330.625,915109.438
540,1,897790.25,9961.98047,0,0,0,0,0.0199999996,0,0,1,935304.625,915557.75
541,1,897790.25,10013.4893,0,0,0,0,0.0199999996,0,0,1,935473.375,916065.375
542,1,897790.25,9966.43164,0,0,0,0,0.0199999996,0,0,1,935127.375,916513.5
543,1,897790.25,9965.60449,0,0,0,0,0.0199999996,0,0,1,935160.625,916935.375
544,1,897790.25,10000.2539,0,0,0,0,0.0199999996,0,0,1,935473,917350.375
545,1,897790.25,9999.09766,0,0,0,0,0.0199999996,0,0,1,935670.875,917813.375
546,1,897790.25,10016.2051,0,0,0,0,0.0199999996,0,0,1,935724.188,918265.5
547,1,897790.25,9903.94043,0,0,0,0,0.0199999996,0,0,1,935243.125,918616.75
548,1,897790.25,9862.38184,0,0,0,0,0.0199999996,0,0,1,934880.812,918912.625
549,1,897790.25,9874,0,0,0,0,0.0199999996,0,0,1,934440.875,919214.75
550,1,897790.25,9843.51172,0,0,0,0,0.0199999996,0,0,1,933812.625,919430.812
551,1,897790.25,9805.67578,0,0,0,0,0.0199999996,0,0,1,932972.188,919593.125
552,1,897790.25,9741.49707,0,0,0,0,0.0199999996,0,0,1,932019,919703.938
553,1,897790.25,9749.49902,0,0,0,0,0.0199999996,0,0,1,931129,919796.938
554,1,897790.25,9753.87695,0,0,0,0,0.0199999996,0,0,1,930068.312,919953.062
555,1,897790.25,9747.14551,0,0,0,0,0.0199999996,0,0,1,928814.625,920060.188
556,1,897790.25,9753.66406,0,0,0,0,0.0199999996,0,0,1,927226.375,920205.375
557,1,897790.25,9789.12891,0,0,0,0,0.0199999996,0,0,1,925809.875,920431.062
558,1,897790.25,9776.69141,0,0,0,0,0.0199999996,0,0,1,924665.625,920617.688
559,1,897790.25,9667.75879,0,0,0,0,0.0199999996,0,0,1,923223.125,920693.125
560,1,897790.25,9719.90527,0,0,0,0,0.0199999996,0,0,1,922090.812,920821.188
561,1,897790.25,9688.0293,0,1,0,0,0.0199999996,0,0,1,920568.5,920945.062
562,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,919381.875,921038.625
563,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,918230.812,921173.375
564,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,916917.188,921205.438
565,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,915754.125,921278.625
566,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,914382.688,921378.25
567,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913476.188,921490.375
568,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,912959.688,921680
569,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,912607.688,921952.312
570,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,912398.125,922250
571,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,912450.125,922487.375
572,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,912918.5,922757.375
573,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913240.188,922987.812
574,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913433.688,923183.938
575,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913809.688,923419.75
576,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,914113.688,923658.812
577,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913902.375,923791.625
578,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913478.312,923862.875
579,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913497.5,923946.875
580,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913135.125,924028.5
581,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913471.5,924154.625
582,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913737.625,924221.812
583,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913926.375,924304.25
584,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913840.375,924338.625
585,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913520,924294
586,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913379.188,924264.312
587,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,913230.625,924211.25
588,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,912991.625,924168.75
589,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,912272.125,923989.688
590,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,911567.188,923836.562
591,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,910928.188,923680.188
592,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,910035,923529.125
593,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,909388.812,923374.312
594,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,908749.125,923131.375
595,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,907835.188,922829.062
596,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,907039.688,922555.75
597,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,906267.625,922257.688
598,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,905578.375,921863.062
599,0,0,9673.48828,0,0,0,0,0.0199999996,0,0,1,904926.812,921449.062
